left_name,left_area,left_category,left_cid,right_name,right_area,right_category,right_cid,name_similarity,distance_m,signals,signal_families,score,classification,left_phone,right_phone,left_whatsapp,right_whatsapp,left_instagram,right_instagram,left_website,right_website,decision,rationale
"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Punta Uva,vacation_rental,14170683448288584492,"Ecolavacar del Caribe - Hone Creek, Limón, Costa Rica",Hone Creek,services,14899315700978366356,0.320,11066.5,phone,1,2,shared_signal,+50663487049,+50663487049,,,soleil_paquerette,,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,3491417544238941664,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,restaurant,2898935241958549311,0.162,115.3,phone,1,2,shared_signal,+50627502035,+50627502035,,,,azulbarandgrill,https://www.bananaazul.com/rooms?utm_source=google-mybusiness&utm_medium=direct-link&utm_campaign=g-mybusiness&utm_id=g-mybusiness,http://azulbeachclub.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,12050033515189885654,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,0.850,821.4,name>=0.82,1,2,shared_signal,+50627500202,+50627503084,,,hotelvillasdelcaribe,lomasdelcaribevillas,http://www.villasdelcaribe.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,12050033515189885654,"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,16891468495061021112,0.872,6332.2,name>=0.82,1,2,shared_signal,+50627500202,+50661859101,,+50661859101,hotelvillasdelcaribe,villasrocadelcaribe,http://www.villasdelcaribe.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Playa Chiquita,hotel,12050033515189885654,"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,4133532355689727929,0.872,7315.4,name>=0.82,1,2,shared_signal,+50627500202,+50689443302,,+50689443302,hotelvillasdelcaribe,riosdelcaribe,http://www.villasdelcaribe.com/,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,Caribbean Hill Villas,Cocles,hotel,10446838691217537192,0.273,9.6,within_30m,1,2,shared_signal,+50627503084,+60506088,,https://wa.me/50664365454,lomasdelcaribevillas,,,https://caribbeanhillvillas.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Mapache del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,13447229575814168735,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,0.833,5451.8,name>=0.82,1,2,shared_signal,+50685802948,+50627503084,,,villas_mapache,lomasdelcaribevillas,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,16891468495061021112,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,0.889,6425.1,name>=0.82,1,2,shared_signal,+50661859101,+50627503084,+50661859101,,villasrocadelcaribe,lomasdelcaribevillas,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,4133532355689727929,"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Cocles,vacation_rental,8862541351972983241,0.889,7412.3,name>=0.82,1,2,shared_signal,+50689443302,+50627503084,+50689443302,,riosdelcaribe,lomasdelcaribevillas,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,4133532355689727929,"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa Negra,vacation_rental,16891468495061021112,0.909,987.5,name>=0.82,1,2,shared_signal,+50689443302,+50661859101,+50689443302,+50661859101,riosdelcaribe,villasrocadelcaribe,,,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
Vista Verde,Puerto Viejo,hotel,5511726850680415410,Blue Dreams Hotel,Playa Negra,hotel,7864989313907649296,0.214,2753.9,phone,1,2,shared_signal,+27500501,+27500501,,,,,https://www.booking.com/hotel/cr/vista-verde.en-gb.html?aid=356980,https://www.lecameleonhotel.com/,distinct_cids,"Separate Google Maps identities; shared signals indicate proximity, management, brand family, or related operations."
