business_name,area,category,classification,observed_name,identity_similarity,resolved_cid,decision,reason,existing_cid_businesses,screenshot,screenshot_sha256,final_url
"Cabinas El Imperio - Sixaola, Limón, Costa Rica",Sixaola,hotel,exact,Cabinas el Imperio,1.0,11746108272448529029,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/79-9728ae6e3d.jpg,6499d8dcb0956f816402b7ab28274107cae6f6c096cfc2cdf5563498d85e2fef,"https://www.google.com/maps/place/Cabinas+el+Imperio/@9.5097873,-82.6209511,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa641a73177f507:0xa3028f3d80926285!8m2!3d9.5097873!4d-82.6209511!16s%2Fg%2F1pty048cp?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Cabinas El Rinconcito - Gandoca, Limón, Costa Rica",Gandoca,hotel,exact,Cabinas El Rinconcito,1.0,15910047007271410898,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/80-b1a0c2cd5a.jpg,70aaa99dfd37781977a6e6123459ca4acf9ce867ec8633eb99acb0acb07b53ef,"https://www.google.com/maps/place/Cabinas+El+Rinconcito/@9.5945266,-82.6067032,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa646fd98258f4f:0xdccbd775442ddcd2!8m2!3d9.5945266!4d-82.6067032!16s%2Fg%2F11cn5nzhp5?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Cabinas Jenny - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Cabinas Jenny,1.0,17682239826356444978,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/81-5db1d61343.jpg,3dc557abe0225b85b1efc69f6008e7b2fc35780c2e17aa09bd3783b3485004c3,"https://www.google.com/maps/place/Cabinas+Jenny/@9.7390003,-82.8396835,17z/data=!4m9!3m8!1s0x8fa6541fb4e0f2a1:0xf563ef70033d9f32!5m2!4m1!1i2!8m2!3d9.7390003!4d-82.8396835!16s%2Fg%2F11ggvzzttc?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Cabinas Palmer Makanda - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Cabinas Palmer,0.778,12496997589843324576,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/82-ff9c18bb2a.jpg,18a75f8606dc29febaaeb9b19b30ec81ea330dea2b087cc84246b999fc048d1c,"https://www.google.com/maps/place/Cabinas+Palmer/@9.7382481,-82.8401478,17z/data=!4m9!3m8!1s0x8fa6541fce2023e7:0xad6e411895862ea0!5m2!4m1!1i2!8m2!3d9.7382481!4d-82.8401478!16s%2Fg%2F11clwj1p87?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Cabinas Tito - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Cabinas Tito,1.0,12755760628427846358,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/83-a0a4e661fe.jpg,37ff24233fddaf29ba3016c1867085029b031fae57193a93d7005d80af1399a7,"https://www.google.com/maps/place/Cabinas+Tito/@9.7391406,-82.8453663,17z/data=!4m9!3m8!1s0x8fa65426e70ceaa3:0xb10590b5695af2d6!5m2!4m1!1i2!8m2!3d9.7391406!4d-82.8453663!16s%2Fg%2F11b6dgj14c?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Cahuita National Park Hotel - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Cahuita National Park Hotel And Restaurant,1.0,400977826922741375,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/84-cb590e70fb.jpg,d9edbb3cd11dca6b5297e9797d479755aa2d27b3809e75829f87d012040519a5,"https://www.google.com/maps/place/Cahuita+National+Park+Hotel+And+Restaurant/@9.7367206,-82.8391564,17z/data=!4m9!3m8!1s0x8fa656a08ffe215d:0x5908f358889be7f!5m2!4m1!1i2!8m2!3d9.7367206!4d-82.8391564!16s%2Fg%2F1tf7hr0h?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Casa Firefly Boutique Retreat - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Casa Firefly Boutique Retreat,1.0,3377722209033140563,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/85-4c37887fc3.jpg,3a916c1124ccc4c8fafd5858b7e54bf523046497ecd792257589863c471b6d4c,"https://www.google.com/maps/place/Casa+Firefly+Boutique+Retreat/@9.7488427,-82.8600619,17z/data=!4m9!3m8!1s0x8fa654320a5ac0c9:0x2ee01474035e3953!5m2!4m1!1i2!8m2!3d9.7488427!4d-82.8600619!16s%2Fg%2F1tdqjjw6?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Casa Magdalena - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,exact,Casa Magdalena Cahuita,1.0,8414754958644261472,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/86-137b5ab39a.jpg,4c1bef0b506a5786608f5014f18a1cbd2b3915e5c5d18f585764a7865ce8c20c,"https://www.google.com/maps/place/Casa+Magdalena+Cahuita/@9.7335889,-82.8468255,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6569edb51b825:0x74c7370d35f2b260!8m2!3d9.7335889!4d-82.8468255!16s%2Fg%2F11c1mztjqh?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Casas Del Mar - Manzanillo, Limón, Costa Rica",Manzanillo,vacation_rental,exact,Casas del Mar Manzanillo,1.0,12705395086028222701,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/87-b466f8cce0.jpg,1a85d70e85451e3226cd3edb849e4a697c61d68111792da453951b11a12f2bee,"https://www.google.com/maps/place/Casas+del+Mar+Manzanillo/@9.6331703,-82.6567278,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645f9f4777d6b:0xb052a183c1b4b0ed!8m2!3d9.6331703!4d-82.6567278!16s%2Fg%2F11ww0y1p4r?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"El Arbol Jungle Houses - Manzanillo, Limón, Costa Rica",Manzanillo,vacation_rental,exact,The jungle house,0.737,15871299217507782991,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/88-e684957388.jpg,9f9e7b1c1e99dcde4e2eeb7c7ca1f564a5c544bf3bfac71138f1ad1997ce7a20,"https://www.google.com/maps/place/The+jungle+house/@9.627308,-82.6621849,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645e952c39f2f:0xdc422e8c6f7c914f!8m2!3d9.627308!4d-82.6621849!16s%2Fg%2F1hdzl55wh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"El Colibri Rojo - Cahuita, Limón, Costa Rica",Cahuita,hotel,probable,Le Colibri Rouge Hotel Cabinas,0.578,903286394928674373,review,classifier=probable,,unsigned-full/screenshots/89-3d1533e09c.jpg,4e23d6306ba9c580cc1740043b3cd5b172973368d991b324bdcf0a4894f9a347,"https://www.google.com/maps/place/Le+Colibri+Rouge+Hotel+Cabinas/@9.7157912,-82.824689,17z/data=!4m9!3m8!1s0x8fa656b584ebd837:0xc891e30bc2ab645!5m2!4m1!1i2!8m2!3d9.7157912!4d-82.824689!16s%2Fg%2F11b6d61zlm?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Jungle Dreamz - Manzanillo, Limón, Costa Rica",Manzanillo,vacation_rental,exact,Jungle Dreamz Vacation House Rental,1.0,17113013417158338712,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/90-b9a27030f9.jpg,861c0af04aa9e33e18d6bb61ad7baec04f3b030a9b44dd9c0c72eb56e744aecd,"https://www.google.com/maps/place/Jungle+Dreamz+Vacation+House+Rental/@9.6254606,-82.6603818,17z/data=!4m9!3m8!1s0x8fa645e860c46137:0xed7da308c6376898!5m2!4m1!1i2!8m2!3d9.6254606!4d-82.6603818!16s%2Fg%2F1th1dskx?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"La Casa de las Flores Hotel - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Hotel La Casa de las Flores Cahuita,1.0,2827143409243576983,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/91-a970779f28.jpg,9b54d0620f1a51f0ae117a82cea156da0ae36b84104a43d57e79b258d110f7d0,"https://www.google.com/maps/place/Hotel+La+Casa+de+las+Flores+Cahuita/@9.7375459,-82.8410683,17z/data=!4m9!3m8!1s0x8fa6541fcf872bad:0x273c07f3ad0cda97!5m2!4m1!1i2!8m2!3d9.7375459!4d-82.8410683!16s%2Fg%2F113gwnmxj?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"La Fundación Cahuita Playing for Change - Cahuita, Limón, Costa Rica",Cahuita,services,probable,Playing for Change Cahuita,0.667,14444699894257942648,review,classifier=probable,,unsigned-full/screenshots/92-734b8b4e7a.jpg,6298e52b22b905a0aa87ceceb6ec85f448612f6e2d43e7febb75a863908d1615,"https://www.google.com/maps/place/Playing+for+Change+Cahuita/@9.738397,-82.8403633,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6557e7c12ea15:0xc875e205c45e0078!8m2!3d9.738397!4d-82.8403633!16s%2Fg%2F11ln953nkm?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Nature Observatorio - Manzanillo, Limón, Costa Rica",Manzanillo,tour_company,exact,"The Amazing Treehouse and Nature Observatorio in Manzanillo, Limon, Costa Rica",1.0,315450376753766927,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/93-40d436974f.jpg,a8c8f0b6fb5655583c783bbdd84a350b862515ed19bd4b3b4ef2cb5e1dc74d83,"https://www.google.com/maps/place/The+Amazing+Treehouse+and+Nature+Observatorio+in+Manzanillo,+Limon,+Costa+Rica/@9.6159444,-82.6634626,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645c43e8b9af9:0x460b47242abe20f!8m2!3d9.6159444!4d-82.6634626!16s%2Fg%2F11c1ndry_b?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"New Caribe Point - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,exact,Casas New Caribe Point,1.0,559816337485387828,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/94-2930129f70.jpg,c567dbe8ef58d390b70af5fe5bf7b285b5923a78dee6b5a2c313e26d3376c5dc,"https://www.google.com/maps/place/Casas+New+Caribe+Point/@9.7416534,-82.8520278,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6542640affe47:0x7c4ddfe2f46d834!8m2!3d9.7416534!4d-82.8520278!16s%2Fg%2F11cm427d4s?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Oasi Apartments - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,exact,Oasi Apartments,1.0,8808890887876405745,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/95-9fc3492f95.jpg,6365b0bb61b20a4a4f12eb269578790cb106fddea63e9dee5e8d1e130d504a0e,"https://www.google.com/maps/place/Oasi+Apartments/@9.7345228,-82.84111,17z/data=!4m9!3m8!1s0x8fa656a1b588c00b:0x7a3f77974d0c69f1!5m2!4m1!1i2!8m2!3d9.7345228!4d-82.84111!16s%2Fg%2F11bwh8fv2s?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Pangea Lodge - Manzanillo, Limón, Costa Rica",Manzanillo,vacation_rental,exact,Pangea Lodge,1.0,3867328685837116832,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/96-e146b4e951.jpg,03c0f5797b77b851f5eedc3c4e21ea43cfa5d51b6e3adac33ff614f20d019aa1,"https://www.google.com/maps/place/Pangea+Lodge/@9.6312186,-82.6584762,17z/data=!4m9!3m8!1s0x8fa645e59d358429:0x35ab82f324ffe5a0!5m2!4m1!1i2!8m2!3d9.6312186!4d-82.6584762!16s%2Fg%2F11f4wtkpz7?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Playa Negra Guesthouse - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Playa Negra Guesthouse,1.0,9639892766267705924,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/97-7514f3b324.jpg,2f14e5540d0e62b1cf0aaae5b200343c28a8311bd6a9ea8611085137da700ec5,"https://www.google.com/maps/place/Playa+Negra+Guesthouse/@9.7415099,-82.8502858,17z/data=!4m9!3m8!1s0x8fa65426f463f8dd:0x85c7c765863e8a44!5m2!4m1!1i2!8m2!3d9.7415099!4d-82.8502858!16s%2Fg%2F1td1wht5?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Riverside Cabins and Houses - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Riverside Cabins and Houses Cahuita Limón Costa Rica,1.0,5780823649006198050,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/98-b104a1431a.jpg,5f45171382df18d1fc64e13bcfe718def28f2e6997d6d76065ce6ab8f8ca3335,"https://www.google.com/maps/search/Riverside+Cabins+and+Houses+Cahuita+Lim%C3%B3n+Costa+Rica/@9.6929401,-82.7915974,12z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Se Ua Bed and Breakfast - Manzanillo, Limón, Costa Rica",Manzanillo,hotel,ambiguous,Se Ua,0.4,15469928124041183357,review,classifier=ambiguous,,unsigned-full/screenshots/99-e62ae6e281.jpg,79e4dcb2a383fb3bac632b263eb72097072bf6d12795216777c831f2a19682ed,"https://www.google.com/maps/place/Se+Ua/@9.6266848,-82.6686504,17z/data=!4m9!3m8!1s0x8fa645ebadb5f065:0xd6b039aa664cc07d!5m2!4m1!1i2!8m2!3d9.6266848!4d-82.6686504!16s%2Fg%2F11btlw3th0?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Secret Garden - Cahuita, Limón, Costa Rica",Cahuita,hostel,exact,Secret Garden,1.0,13536114438148732247,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/100-25d3481452.jpg,8f2f7bbfc6250f570ad51b287d9b6d82fb06ef7e5a4b23b0161624d45a636a8f,"https://www.google.com/maps/place/Secret+Garden/@9.7359805,-82.8400809,17z/data=!4m9!3m8!1s0x8fa657d004230fa7:0xbbd9f05d34e43557!5m2!4m1!1i2!8m2!3d9.7359805!4d-82.8400809!16s%2Fg%2F1hc1s67mc?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Soda y Cabinas Kaniki - Gandoca, Limón, Costa Rica",Gandoca,hotel,exact,Soda y Cabinas Kániki,1.0,1916707872062639626,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/101-536dd798d3.jpg,529fee3a2b3ffbfeaa5253b9ffde57b1420684b8188d5d5d7b43b4289ad221db,"https://www.google.com/maps/place/Soda+y+Cabinas+K%C3%A1niki/@9.5956523,-82.605028,17z/data=!4m9!3m8!1s0x8fa646fe213ca597:0x1a9983a78c7d0e0a!5m2!4m1!1i2!8m2!3d9.5956523!4d-82.605028!16s%2Fg%2F1tx1v7jy?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Suizo Loco Lodge - Cahuita, Limón, Costa Rica",Cahuita,hotel,exact,Suizo Loco Lodge,1.0,8321379610695665456,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/102-8b94240aec.jpg,5bb0589db3982712c9f2311e45849e841e0bf738554e4b582eebf2f2b69d8ebd,"https://www.google.com/maps/place/Suizo+Loco+Lodge/@9.7480258,-82.8616638,17z/data=!4m9!3m8!1s0x8fa6542d70a07e61:0x737b7aaad8b18730!5m2!4m1!1i2!8m2!3d9.7480258!4d-82.8616638!16s%2Fg%2F1v62jqhy?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"TKD Caribe - Cahuita, Limón, Costa Rica",Cahuita,services,ambiguous,Sport Body Gym,0.25,7364638263800075443,review,classifier=ambiguous,"Sport Body Gym - Cahuita, Limón, Costa Rica",unsigned-full/screenshots/103-cc41284f8a.jpg,b09035ffaa96d6a893ed5a1579bc639f63a7b2aa421ce5353aa7b5659f36a873,"https://www.google.com/maps/place/Sport+Body+Gym/@9.7346237,-82.8478687,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6569c2a72abd7:0x6634737b3d0d94b3!8m2!3d9.7346237!4d-82.8478687!16s%2Fg%2F11bwc19zd7?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Tarponville Fishing Lodge - Manzanillo, Limón, Costa Rica",Manzanillo,hotel,exact,Tarponville Lodge,0.81,4106444293730751001,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/104-843c311b97.jpg,1718629c0e96a3a9381354faa40df72175f51d8ab12f9e33366db1488222ff4f,"https://www.google.com/maps/place/Tarponville+Lodge/@9.6374715,-82.650583,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645fc9ab05dc9:0x38fd055409c05219!8m2!3d9.6374715!4d-82.650583!16s%2Fg%2F11g8t_d778?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Topos Tree House - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,exact,Topos Tree House,1.0,1215314758681012489,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/105-2241c7c0c5.jpg,6819ec8d673f643600cb219b811c3996806aa88af15f1f44c20149d02c73120e,"https://www.google.com/maps/place/Topos+Tree+House/@9.7412994,-82.8523509,17z/data=!4m9!3m8!1s0x8fa65426e70ceaa3:0x10ddaa558178a909!5m2!4m1!1i2!8m2!3d9.7412994!4d-82.8523509!16s%2Fg%2F11b73mkngd?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
"Villa Mango - Cahuita, Limón, Costa Rica",Cahuita,vacation_rental,exact,Villa Mango,1.0,14486288414847239493,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/106-acb8e1bf08.jpg,7e96a26ab0fd1f041c5d1713fb32fef83aca41defd73cfbbd9f3749f490fdc23,"https://www.google.com/maps/place/Villa+Mango/@9.7323456,-82.8429855,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6569f54493a97:0xc909a28fc8d38545!8m2!3d9.7323456!4d-82.8429855!16s%2Fg%2F11c5s470wp?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Kinawe Cabinas,Playa Negra,hotel,ambiguous,Results,0.19,1064329827366942288,review,classifier=ambiguous,,unsigned-full/screenshots/107-e7e08b1b93.jpg,263cd557afa7e2c4c66ed94299b341c6c83d3b27616163520d3cac7f1362f2b0,"https://www.google.com/maps/search/Kinawe+Cabinas+Playa+Negra+Lim%C3%B3n+Costa+Rica/@9.655536,-82.7732609,16z/data=!3m1!4b1?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Geckoes Lodge,Cocles,hotel,exact,Geckoes Lodge,1.0,11623096819320863549,collision_review,CID already assigned in master,"Geckoes Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",unsigned-full/screenshots/108-4ed149ebb5.jpg,f1487a6424ff712eaca3dff746326db18a3aec7e4ba717013abf7d0448a043d2,"https://www.google.com/maps/place/Geckoes+Lodge/@9.6358975,-82.7345013,17z/data=!4m9!3m8!1s0x8fa64552abad4c05:0xa14d88f9b197bb3d!5m2!4m1!1i2!8m2!3d9.6358975!4d-82.7345013!16s%2Fg%2F1td2hzgm?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Hotel Punta Cocles,Cocles,hotel,exact,Punta Cocles,0.8,6544015151011886307,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/109-a07ab63183.jpg,882b3c98261baf907c4aa9257d189a89c57124d20ad1995fe5f29170df045b78,"https://www.google.com/maps/place/Lim%C3%B3n+Province,+Punta+Cocles/@9.6439607,-82.7205813,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa64558fde1036d:0x5ad1031bb0d674e3!8m2!3d9.6443015!4d-82.7205517!16s%2Fg%2F11h1bz793?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Casa Naranjo,Cocles,hotel,exact,Casa Naranja,0.917,2274466818806698362,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/110-14690f1793.jpg,c75cd99c3c46e8e2b8a9a510334ecde0178adc809e4c899c1f13a9ce1b07dca6,"https://www.google.com/maps/place/Casa+Naranja/@9.6313598,-82.6719404,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa6459304e9ce91:0x1f9087856462d17a!8m2!3d9.6313598!4d-82.6719404!16s%2Fg%2F11f5ly9y0f?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Puerto Viejo de Talamanca,Playa Negra,restaurant,ambiguous,Playa Negra,0.333,1386465364860297778,review,classifier=ambiguous,,unsigned-full/screenshots/111-b83095725a.jpg,9b6e13c68e20f220db2bfe7faa4fc8d76d6d97bc8f1813c1ad54cb260f778cee,"https://www.google.com/maps/place/Playa+Negra/@9.6653257,-82.7735093,15z/data=!3m1!4b1!4m6!3m5!1s0x8fa6508b73da70c5:0x133db6e74de16232!8m2!3d9.6558077!4d-82.766232!16s%2Fg%2F11g_0tspm?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Playa Chiquita Paradise,Cocles,restaurant,exact,Bar Restaurante Playa Chiquita Paradise,1.0,911501752511410968,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/112-2a323468ab.jpg,225b365ac7f0b588fdb17db6bcff3c2e8fbad96a1ba82961a6a46837903e80bd,"https://www.google.com/maps/place/Bar+Restaurante+Playa+Chiquita+Paradise/@9.6408621,-82.7112448,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa645a0470e53dd:0xca64e03ba96b318!8m2!3d9.6408621!4d-82.7112448!16s%2Fg%2F11ly2fz58n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
Taller Gabriel,Puerto Viejo,shopping,exact,Taller Mecánico y Lubricentro Gabriel,1.0,7243082637502018565,applied,exact + verified evidence + unique CID,,unsigned-full/screenshots/113-601c114e3b.jpg,1c5ffad20b362dceb414d8e94917fb469f18732bac6f84ebe912c7c661ee85f9,"https://www.google.com/maps/place/Taller+Mec%C3%A1nico+y+Lubricentro+Gabriel/@9.6495896,-82.8018969,17z/data=!3m1!4b1!4m6!3m5!1s0x8fa650a05ed243bd:0x64849948871b7405!8m2!3d9.6495896!4d-82.8018969!16s%2Fg%2F11c2jx2l62?hl=en&entry=ttu&g_ep=EgoyMDI2MDcxNS4wIKXMDSoASAFQAw%3D%3D"
