pvs_name,osm_name,match_score,pvs_category,osm_category,pvs_area,osm_lat,osm_lon,pvs_instagram,pvs_phone,pvs_verified,pvs_url
"Cabinas Cable Talamanca - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,,2026-03-06,https://www.puertoviejosatellite.com/en/playa-negra/cabinas-cable-talamanca/
"Caripro Apartments - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750 2035,2025-07-26,https://www.puertoviejosatellite.com/en/playa-negra/caripro-apartments/
"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,+506 8417 3417,2025-07-23,https://www.puertoviejosatellite.com/en/playa-negra/casa-corazon-del-mar/
"Casa Galim Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,+506 2750 0224,2024-01-20,https://www.puertoviejosatellite.com/en/playa-negra/casa-galim-beach-house/
"Casa Jeffrey - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,,2025-12-18,https://www.puertoviejosatellite.com/en/playa-negra/casa-jeffrey/
"Casa Luna Beach House - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,casalunabeachhouse,,2025-06-09,https://www.puertoviejosatellite.com/en/playa-negra/casa-luna-beach-house/
"Casa Ocelote - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,,2025-08-29,https://www.puertoviejosatellite.com/en/playa-negra/casa-ocelote/
"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,+506 7222 9607,2026-06-01,https://www.puertoviejosatellite.com/en/playa-negra/casa-selva/
"Casa Theia - Playa Negra, Puerto Viejo, Limón, Costa Rica",Playa negra brewing,0.7,vacation_rental,restaurant,Playa Negra,9.653791,-82.7585949,,,2025-08-13,https://www.puertoviejosatellite.com/en/playa-negra/casa-theia/
"Casita Kreyol - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,casitakreyol,,2025-08-06,https://www.puertoviejosatellite.com/en/playa-negra/casita-kreyol/
"Las Casitas de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",Casitas La Playa,0.7,vacation_rental,hotel,Playa Negra,9.6579689,-82.7458301,,+506 8408 8144,2025-07-21,https://www.puertoviejosatellite.com/en/playa-negra/las-casitas-de-playa-negra/
"Casitas Joanna - Playa Negra, Puerto Viejo, Limón, Costa Rica",Casitas La Playa,0.7,vacation_rental,hotel,Playa Negra,9.6579689,-82.7458301,,+506 8399 4294,2025-07-23,https://www.puertoviejosatellite.com/en/playa-negra/casitas-joanna/
"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750-0119,2025-06-15,https://www.puertoviejosatellite.com/en/playa-negra/chimuri-beach-retreat/
"Escondido Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,escondidoretreat,,2025-06-27,https://www.puertoviejosatellite.com/en/playa-negra/escondido-retreat/
"Evia Life Resort - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,eviapuertoviejo,+506 8856 7905,,https://www.puertoviejosatellite.com/en/playa-negra/evia-life-resort/
"El Jardin de Playa Negra - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8555 8635,2025-07-24,https://www.puertoviejosatellite.com/en/playa-negra/el-jardin-de-playa-negra/
"The Mimosas Container Homes - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,,2025-05-02,https://www.puertoviejosatellite.com/en/playa-negra/the-mimosas-container-homes/
"Puerto Viejo Club - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,puertoviejoclubcr,,2025-10-01,https://www.puertoviejosatellite.com/en/playa-negra/puerto-viejo-club/
"Sloth House 2 - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8320 6571,2025-01-30,https://www.puertoviejosatellite.com/en/playa-negra/sloth-house-2/
"Villa Aragon - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8630 0659,2025-07-14,https://www.puertoviejosatellite.com/en/playa-negra/villa-aragon/
"Villa Wolaba - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,,2025-12-16,https://www.puertoviejosatellite.com/en/playa-negra/villa-wolaba/
"Villas Ande - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,villasandepuertoviejo,+506 8403 5858,2025-09-15,https://www.puertoviejosatellite.com/en/playa-negra/villas-ande/
"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750-2035,2025-08-08,https://www.puertoviejosatellite.com/en/playa-negra/villas-banana-verde/
"Villas de la Luz - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,villasdelaluz,,2025-07-31,https://www.puertoviejosatellite.com/en/playa-negra/villas-de-la-luz/
"Villas Luna Africana by Palmer - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,villaslunaafricana,+506 6487 6758,2025-12-30,https://www.puertoviejosatellite.com/en/playa-negra/villas-luna-africana-by-palmer/
"Villas Mapache del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Playa Negra,9.6575838,-82.7979967,,+506 8580 2948,2025-08-05,https://www.puertoviejosatellite.com/en/playa-negra/villas-mapache-del-caribe/
"Villas Piña - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 2750 3176,2026-03-04,https://www.puertoviejosatellite.com/en/playa-negra/villas-pina/
"Villas Ríos del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Playa Negra,9.6575838,-82.7979967,riosdelcaribe,+506 8944 3302,2025-11-17,https://www.puertoviejosatellite.com/en/playa-negra/villas-rios-del-caribe/
"Villas Roca del Caribe - Playa Negra, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Playa Negra,9.6575838,-82.7979967,,+506 6185 9101,2025-12-16,https://www.puertoviejosatellite.com/en/playa-negra/villas-roca-del-caribe/
"Villas Serenidad - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,villasserenidad,,2025-08-01,https://www.puertoviejosatellite.com/en/playa-negra/villas-serenidad/
"Yoshi's on the Beach - Playa Negra, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Negra,9.6566557,-82.7433858,,+506 8564 1550,2025-07-25,https://www.puertoviejosatellite.com/en/playa-negra/yoshis-on-the-beach/
"Geckoes Lodge - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,geckoeslodge,+506 2750 0908,2026-06-17,https://www.puertoviejosatellite.com/en/cocles/geckoes-lodge/
"Alloro Jungle Villas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,allorojunglevillas,+506 7049 9556,2025-12-12,https://www.puertoviejosatellite.com/en/cocles/alloro-jungle-villas/
"AroCocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8855 4371,2025-08-19,https://www.puertoviejosatellite.com/en/cocles/arococles/
"Azania Oasis - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Oasis,0.7,vacation_rental,vacation_rental,Cocles,9.658849,-82.7486778,,+506 8381 6837,2025-07-20,https://www.puertoviejosatellite.com/en/cocles/azania-oasis/
"Casa Ackee - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,casaackee,+506 8304 1474,2025-08-14,https://www.puertoviejosatellite.com/en/cocles/casa-ackee/
"Casa Eden Jungle Apartments - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,,,2025-08-18,https://www.puertoviejosatellite.com/en/cocles/casa-eden-jungle-apartments/
"Casa Margarita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,,,2025-08-13,https://www.puertoviejosatellite.com/en/cocles/casa-margarita/
"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,,,2025-03-01,https://www.puertoviejosatellite.com/en/cocles/casa-mariposa/
"Casa Modí - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.657612,-82.7519744,,,2025-08-12,https://www.puertoviejosatellite.com/en/cocles/casa-modi/
"La Casita de Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,,2025-08-10,https://www.puertoviejosatellite.com/en/cocles/la-casita-de-cocles/
"Los Continentes - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 2759 9263,2025-08-24,https://www.puertoviejosatellite.com/en/cocles/los-continentes/
"Dano's Cabano - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8552-7889,2025-08-24,https://www.puertoviejosatellite.com/en/cocles/danos-cabano/
"David Valley Houses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,,2025-07-01,https://www.puertoviejosatellite.com/en/cocles/david-valley-houses/
"La Finca Chica - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,fincachica,+506 2750-1919,2025-12-31,https://www.puertoviejosatellite.com/en/cocles/la-finca-chica/
"Finca Valeria Treehouses - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 4105 1880,2025-07-31,https://www.puertoviejosatellite.com/en/cocles/finca-valeria-treehouses/
"Flor del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Cocles,9.6575838,-82.7979967,,+506 6260 7426,2025-05-01,https://www.puertoviejosatellite.com/en/cocles/flor-del-caribe/
"Habitat Vacation Rentals - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,habitatpuertoviejo,+506 8839 2644,2025-09-01,https://www.puertoviejosatellite.com/en/cocles/habitat-vacation-rentals/
"Ocean's Breeze Apartment and Rooms - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8320 0078,2025-12-16,https://www.puertoviejosatellite.com/en/cocles/oceans-breeze-apartment-and-rooms/
"Las Palomas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 2750 0262,2025-08-19,https://www.puertoviejosatellite.com/en/cocles/las-palomas/
"La Perla del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Cocles,9.6575838,-82.7979967,,,2025-08-28,https://www.puertoviejosatellite.com/en/cocles/la-perla-del-caribe/
"Terrazas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Hotel Terrazas del Caribe,0.7,vacation_rental,hotel,Cocles,9.6487716,-82.7409611,terrazasdelcaribehotel,+506 2750 3084,2026-03-04,https://www.puertoviejosatellite.com/en/cocles/terrazas-del-caribe/
"Treevana - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,treevana_cr,,2025-08-26,https://www.puertoviejosatellite.com/en/cocles/treevana/
"El Tucán Feliz - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,eltucanfeliz,+506 6312 1025,2025-12-30,https://www.puertoviejosatellite.com/en/cocles/el-tucan-feliz/
"Villa Aurora - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8823 9450,2025-08-01,https://www.puertoviejosatellite.com/en/cocles/villa-aurora/
"Villa Elita - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8705 4250,2025-08-11,https://www.puertoviejosatellite.com/en/cocles/villa-elita/
"Villa Laurel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,+506 8480 3667,2025-07-27,https://www.puertoviejosatellite.com/en/cocles/villa-laurel/
"Villa Rameen - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Cocles,9.6566557,-82.7433858,,,2025-08-27,https://www.puertoviejosatellite.com/en/cocles/villa-rameen/
"Villas Lomas del Caribe - Playa Cocles, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Cocles,9.6575838,-82.7979967,lomasdelcaribevillas,+506 2750 3084,2025-07-27,https://www.puertoviejosatellite.com/en/cocles/villas-lomas-del-caribe/
"Aloki Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 6058 5371,2025-09-10,https://www.puertoviejosatellite.com/en/playa-chiquita/aloki-village/
"Angler's Lair - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,wahoovacations,+506 8956 8669,2026-01-09,https://www.puertoviejosatellite.com/en/playa-chiquita/anglers-lair/
"Caribbean Courtyard Villa - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 8880 4954,2025-06-01,https://www.puertoviejosatellite.com/en/playa-chiquita/caribbean-courtyard-villa/
"Casa Ambar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.657612,-82.7519744,,,2025-09-01,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-ambar/
"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.657612,-82.7519744,,+506 6242 2403,2025-09-14,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-jungle-love/
"Casa Moabi - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.657612,-82.7519744,casa_moabi,+506 8539 7578,2025-08-26,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-moabi/
"Casa Osos Caribeños - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.657612,-82.7519744,,+506 6008 9241,2025-03-15,https://www.puertoviejosatellite.com/en/playa-chiquita/casa-osos-caribenos/
"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Frutas del Caribe,0.7,vacation_rental,shopping,Playa Chiquita,9.6575838,-82.7979967,casasdelcaribe,+506 2750-0437,2025-09-08,https://www.puertoviejosatellite.com/en/playa-chiquita/casas-del-caribe/
"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,laselvaticacostarica,+506 8719 1211,2025-08-18,https://www.puertoviejosatellite.com/en/playa-chiquita/casas-la-selvatica/
"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 8956 8669,2025-09-01,https://www.puertoviejosatellite.com/en/playa-chiquita/chiquita-escondida/
"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 2750 0889,2025-08-29,https://www.puertoviejosatellite.com/en/playa-chiquita/luna-caribena-village/
"Pura Bali Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,purabalivillas,,2025-07-15,https://www.puertoviejosatellite.com/en/playa-chiquita/pura-bali-villas/
"Tres Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,+506 6008 9241,2026-02-19,https://www.puertoviejosatellite.com/en/playa-chiquita/tres-lodge/
"Up! House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,uphousecostarica,+506 8693 0134,2025-08-15,https://www.puertoviejosatellite.com/en/playa-chiquita/up-house/
"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,uvabluevillas,+506 2759 9340,2025-08-12,https://www.puertoviejosatellite.com/en/playa-chiquita/uva-blue-jungle-villas/
"Villa Cabú - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,,2025-11-28,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-cabu/
"Villa Casa Azul y Arena Blanca Apartamentos - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.657612,-82.7519744,,+506 8655 1292,2025-12-10,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-casa-azul-y-arena-blanca-apartamentos/
"Villa del Mar - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Playa Chiquita,9.6566557,-82.7433858,,,2025-08-05,https://www.puertoviejosatellite.com/en/playa-chiquita/villa-del-mar/
"Big Tree Wildlife Refuge - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,bigtree.costarica,+506 8879-9191,2026-05-08,https://www.puertoviejosatellite.com/en/punta-uva/big-tree-wildlife-refuge/
"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,bungalows_puntauva,+506 4000 0831,2025-09-19,https://www.puertoviejosatellite.com/en/punta-uva/bungalows-punta-uva/
"Casa Cielo - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.657612,-82.7519744,,,2025-09-04,https://www.puertoviejosatellite.com/en/punta-uva/casa-cielo/
"Casa de la Musa - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.657612,-82.7519744,,,2024-09-15,https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-musa/
"Casa De La Trepada - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.657612,-82.7519744,,,2025-08-01,https://www.puertoviejosatellite.com/en/punta-uva/casa-de-la-trepada/
"Casa Matix - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.657612,-82.7519744,,,2025-09-11,https://www.puertoviejosatellite.com/en/punta-uva/casa-matix/
"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Backpackers Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.657612,-82.7519744,casavivalodge,+506 2750 0089,2025-12-04,https://www.puertoviejosatellite.com/en/punta-uva/casa-viva/
"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,dragonflybeachretreats,+506 6128 7817,2025-09-16,https://www.puertoviejosatellite.com/en/punta-uva/dragonfly-beach-retreat/
"Ginger and Cacao - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,,,2025-09-01,https://www.puertoviejosatellite.com/en/punta-uva/ginger-and-cacao/
"Olguita's Place - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,olguitasplace,+506 8301 4989,2025-08-25,https://www.puertoviejosatellite.com/en/punta-uva/olguitas-place/
"Our Beachfront Bungalow - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,,+506 8591 6292,2025-09-08,https://www.puertoviejosatellite.com/en/punta-uva/our-beachfront-bungalow/
"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,losproyectos,,2025-04-01,https://www.puertoviejosatellite.com/en/punta-uva/los-proyectos-moderno/
"Villa Soleil et Paquerette - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,soleil_paquerette,+506 6348 7049,2025-08-29,https://www.puertoviejosatellite.com/en/punta-uva/villa-soleil-et-paquerette/
"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,,+506 6455 2363,2025-01-23,https://www.puertoviejosatellite.com/en/punta-uva/villas-itaita/
"Wabi Sabi - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",Selina Puerto Viejo,0.7,vacation_rental,hostel,Punta Uva,9.6566557,-82.7433858,,+506 6332 2140,2025-09-12,https://www.puertoviejosatellite.com/en/punta-uva/wabi-sabi/
