tier,suggested_group,business_name,category,area,google_maps_cid,current_groups,matched_field,matched_label,evidence,match_count
context,stay,"Caribe Fun Tours - Playa Negra, Puerto Viejo, Limón, Costa Rica",tour_company,Playa Negra,13054634241932126885,things-to-do,description,hotel,Tour company operating out of «Hotel» Banana Azul that offers local tours plu...,1
context,stay,"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,8711730419987475064,eat,description,rooms/resort,"...ee house, chocolate factory and tasting «room». Smoothies and light meals too. Offers ...",1
context,stay,"Da Lime Beach Club and Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,5875257995302760665,eat,description,hotel,Beach club and restaurant located at «Hotel» Aguas Claras. Cocktails. Lunch options ...,1
context,stay,"Finca Tierra - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tour_company,Cocles,15105583459127739828,things-to-do,description,cabins,...rs & farm to table ecolodge. Also rents «cabins».,2
context,stay,"Indulgence Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,12067959796908866585,services|wellness,description,hotel,...products. Located at La Costa de Papito «Hotel».,1
context,stay,Lulu's Place,restaurant,Puerto Viejo,3766450624092844612,eat,description,vacation rental,"...ternet, A/C, coworking. They also offer «guesthouse» accommodation at Casita de Lulu. Run by...",1
context,stay,"Pizzeria Pulcinella - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,16086292581675314185,eat,description,hotel,...d brick oven. Located at El Nido Jungle «Lodge».,1
context,stay,Puerto Viejo Multicentro,services,Puerto Viejo,11540051154473046732,services,description,rooms/resort,...mmunity organizations and has a meeting «room» which can be rented for events. Also ha...,1
context,stay,Spanish School Pura Vida,services,Puerto Viejo,15049167550943815650,services,description,hotel,...ns. Classes held at their school inside «Hotel» Pura Vida or at their Playa Negra campu...,1
context,stay,Spanish by the Sea,services,Puerto Viejo,439116677363621136,services,description,hostel,"...e accommodation with  options including «hostel» beds, private rooms and homestay",2
context,stay,"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9500835097815952703,eat,description,vacation rental,Restaurant at «Villas» del Caribe open for lunch and dinner. P...,1
context,stay,"Surya Spa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,1958769090411140405,services|wellness,description,hotel,"...treatments, available for both Cariblue «hotel» guests and non-guests.",1
context,stay,"Sushi Wave - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,18334594677246073631,eat,description,rooms/resort,...ar located at Cariblue Beach and Jungle «Resort» with beachfront dining.,1
context,stay,Svastha Yoga & Ayurveda Café,services,Puerto Viejo,8317123943686846949,eat|services|things-to-do|wellness,description,hostel,...ayurvedic vegetarian restaurant. 12-bed «hostel» offering shared accommodation for group...,1
context,stay,"Tasty Waves Cantina - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,10844386752467925201,eat,description,hostel,"..., movies, trivia. Located at Tasty Dayz «Hostel». 4.5 / 5 rating on Google Maps  4.5 / 5...",1
context,stay,Todo Es Posible,restaurant,Puerto Viejo,10857452245923386259,eat,description,vacation rental,... restaurant open for dinner. Located at «Casitas» La Playa,1
context,things-to-do,Amimodo Restaurant,restaurant,Puerto Viejo,14941158757917200222,eat,description,surf,... fusion cuisine in front of Salsa Brava «surf» spot. They also offer Amimodo Beach Roo...,1
context,things-to-do,"Bambutel - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,14224886783313130797,stay,description,adventure,"...e beds. Room types include double room, «quad» room and apartment. Café Selva restaura...",1
context,things-to-do,"Banana Azul - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,3301165288581347626,stay,description,tours,"...16 and offers restaurant, bar, pool and «tour» kiosk. Beach views, tropical gardens, c...",1
context,things-to-do,"Blossom Paradise Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,11364781436039210316,stay,description,yoga,"...ve access to the pool, jacuzzi, bbq and «yoga» deck. Each house has a fully equipped k...",1
context,things-to-do,Cabinas Jacaranda,hotel,Puerto Viejo,12370139056940041503,stay,description,yoga,"...parking, laundry service, security box, «yoga», massage. Apartments with kitchen. A/C ...",1
context,things-to-do,Cabinas Mitchaelles,hotel,Puerto Viejo,13327167442180512504,stay,description,adventure,"...e rooms with shared bath and double and «quad» rooms with private bath,  TV. Some room...",1
context,things-to-do,Cacao Huasi,restaurant,Puerto Viejo,1242408439996904931,eat,description,classes,"Chocolate «classes», restaurant and cocktails",1
context,things-to-do,"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,8711730419987475064,eat,description,tours,... Offers the Chocolate Forest Experience «Tour» where you can see the chocolate making ...,2
context,things-to-do,"Casa Mariposa - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,8900920815586328050,stay,description,wildlife,"...urrounded by lush vegetation & abundant «wildlife», yet only 200 yards from beautiful Cocl...",1
context,things-to-do,"Casa Viva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16462037703900023129,stay,description,wildlife,... in the heart of the Gandoca-Manzanillo «Wildlife» Refuge with 600 ft. frontage on Punta U...,2
context,things-to-do,Casa de la Cultura,services,Puerto Viejo,8404229099084152409,services|shopping,description,classes,...ll used for various events. Public high «school» for Puerto Viejo. Also known as Liberty...,1
context,things-to-do,"Casas del Caribe - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,2489061038640189430,stay,description,tours,"...g your travel and transportation plans, «tours» and activities.",1
context,things-to-do,"Centro Educativo Playa Chiquita Punta Uva - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,15763192850089670329,services,description,classes,Private «school» offering classes for students from Kind...,1
context,things-to-do,"Cervecera Tierra y Libertad - Hone Creek, Limón, Costa Rica",shopping,Hone Creek,18282199755586445336,shopping,description,tours,...e in several locations locally. Brewery «tours» by appointment.,1
context,things-to-do,"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,6051193694241034944,stay,description,yoga,"...imum), weekly and monthly rates. Ananda «Yoga» studio on property with regular classes...",2
context,things-to-do,Ciclo Tuanis,services,Puerto Viejo,13918274438659118327,services,description,bike rental,One of the larger «bike rental» places in town. Friendly. Repairs.,1
context,things-to-do,DiTown Shop,shopping,Puerto Viejo,10112276568951936836,shopping,description,surf,"«Surf» shop and coffee bar. Beachwear, full es...",1
context,things-to-do,"Dragonfly Beach Retreat - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,16775548705300829933,stay,description,yoga,...h. Adults only property with a pool and «yoga» studio. 4.6 / 5 rating on Google Maps  ...,1
context,things-to-do,Earth to Skin,services,Puerto Viejo,6047083801083296069,services,description,yoga,"...tion experience which 
includes partner «yoga» (no experience/partner needed), organic...",1
context,things-to-do,Eñe Spanish Teachers,services,Puerto Viejo,8716363808718267189,services,description,classes,"...whole Puerto Viejo area, offers Spanish «Classes» in the quiet and comfort of your Caribb...",1
context,things-to-do,"Green Jungle House - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,10566257576749882719,stay,description,adventure,"...uble rooms with shared or private bath, «Quad» and family rooms with private bath. Pro...",1
context,things-to-do,"Hotel Aguas Claras - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,5319096016576692772,stay,description,yoga,"...e bedrooms. Beach club, restaurant  and «yoga» salon on site. 4.8 / 5 rating on Google...",1
context,things-to-do,Hotel and Hostel Agapi,hostel,Puerto Viejo,7492180577056289429,stay,description,surf,"... showers, common kitchen, yoga classes, «surf» lessons, massage, coworking space. Day ...",3
context,things-to-do,"Jaguar Inn Bungalows - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,4375569377161762321,stay,description,wildlife,The «Jaguar Rescue» Center now also offers bungalow accommo...,1
context,things-to-do,"Kona Wellness Shala - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,11573433909437604022,services,description,yoga,"Wellness studio offering «yoga», meditation and other classes",2
context,things-to-do,"La Kukula Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,12131830785097631441,stay,description,tours,"..., free wifi, parking, laundry, desk for «tours» and transportation. 4.7 / 5 rating on G...",1
context,things-to-do,La Ruka Hostel,hostel,Puerto Viejo,13859346082849828188,stay,description,surf,"...al kitchen and pool table. Rents bikes, «surf» boards and snorkel gear. Located just o...",2
context,things-to-do,Librería Caribe,shopping,Puerto Viejo,9017085322259588567,eat|shopping,description,classes,"Stationary, books, «school» supplies",1
context,things-to-do,"Los Proyectos Moderno - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,17163510404658526674,stay,description,wildlife,"...s tucked away in the Gandoca Manzanillo «wildlife» reserve. There are two bedrooms, two ba...",1
context,things-to-do,Oasis Beachfront Hostel,hostel,Puerto Viejo,3806869317536833401,stay,description,wildlife,...x in the garden where you can watch the «wildlife» pass by. 3.8 / 5 rating on Google Maps ...,1
context,things-to-do,Olinca Boutique Hotel,hotel,Puerto Viejo,17724938072232701259,stay,description,adventure,"... Suites available in double, triple and «quad» options, all with A/C and private bath ...",1
context,things-to-do,"Perla Negra Beachfront - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,4419914265315119799,stay,description,adventure,"...ew of sea or garden. Double, triple and «quad»/family rooms as well as studios, apartm...",1
context,things-to-do,"Proyecto Educativo Semillas de Paz - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",services,Playa Chiquita,938478883870584374,services,description,classes,"Offering «classes» to students at the nursery, kindergarte...",1
context,things-to-do,Puerto Viejo Bike Rentals,services,Puerto Viejo,8630472141589888435,services,description,surf,...d kids bikes. Child seats and trailers. «Surf» racks. Delivery and road-side assistanc...,1
context,things-to-do,"Pura Ride by Ciclo Cocles - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,5955362533549979086,services,description,tours,"...and ATV rentals, repairs and sales. ATV «tours». They have 5 locations in the Puerto Vi...",2
context,things-to-do,"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,15543805518497480345,services,description,yoga,"...issue massage, relaxation massage, Thai «yoga» massage, cranial sacral therapy, reiki ...",1
context,things-to-do,Rocking J's Hostel,hostel,Puerto Viejo,2849080077759072513,stay,description,tours,"...s, hammocks and tents. Restaurant, bar, «tour» desk and surf school on site. 4.0 / 5 r...",3
context,things-to-do,Salsa Brava Beach Bar,restaurant,Puerto Viejo,15009365918254941244,eat|nightlife,description,classes,...Ask about their Caribbean Spoon cooking «classes» and latin dance classes.,1
context,things-to-do,Spanish by the Sea,services,Puerto Viejo,439116677363621136,services,description,classes,Offering Spanish «classes» in a tropical setting and a relaxed atm...,1
context,things-to-do,TRIBU functional training,services,Puerto Viejo,4586270756459627380,services,description,classes,... offers fitness and functional training «classes» in Puerto Viejo. Open now.,1
context,things-to-do,"Tierra de Suenos Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,3078819024997403606,stay,description,yoga,"...ess Center programs onsite at Tierra de «Yoga», the area's largest outdoor training pa...",2
context,things-to-do,"Tree House Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,4964431491684239389,stay,description,wildlife,...d is visited by a wide variety of other «wildlife» as well. The large property with only s...,1
context,things-to-do,"Veronica's Place Cooking Class - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,14733147586219926929,services,description,classes,Cooking «classes» and permaculture farm from long time Pu...,1
context,things-to-do,"Villas Allen - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11115647409204137584,stay,description,tours,"...rking, laundry service, bikes for rent, «tour» information. 4.4 / 5 rating on Google M...",1
context,things-to-do,"Villas Itaita - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,176499380080555804,stay,description,wildlife,"...native Caribbean species, you would see «wildlife», such as watusas, toucans, sloths, monk...",1
context,things-to-do,"Villas Serenidad - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,12865192766844460074,stay,description,surf,"...pe designer and just 50 meters from the «surf», at the quiet Playa Negra beach. Each c...",1
context,shopping,7 Ice Creams,restaurant,Puerto Viejo,13904096282139076225,eat,description,goods,"«Ice cream», crepes, smoothies and coffee",1
context,shopping,ATEC,tour_company,Puerto Viejo,11890875733593568965,things-to-do,description,goods,"...le in Talamanca. Also has cards, books, «souvenirs» and a couple of internet terminals.",1
context,shopping,BAC Credomatic ATM,services,Puerto Viejo,17219624679350508173,services,description,shop/store,...ere is a second BAC ATM at Puerto Viejo «Shops» here.,1
context,shopping,Bloom Cafe & Donas,restaurant,Puerto Viejo,3622931891880684663,eat,description,goods,...s the space becomes Bloom Nocturno with «craft» cocktails.,1
context,shopping,"Café del Mar - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,11273521356461778959,eat,description,shop/store,Coffee «shop» offering espresso drinks and food in a ...,1
context,shopping,Calipso,restaurant,Puerto Viejo,8483815143288546232,eat,description,goods,Coffee and drinks along with «clothing» and other products from local designers...,1
context,shopping,"Casa Jungle Love - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,14093799972335896635,stay,description,market,... beach and right next door to a gourmet «market». The house is 1 bedroom and 2 bathrooms...,1
context,shopping,Chile Rojo,restaurant,Puerto Viejo,2449275981368445735,eat,description,market,...n drag across from the beach and crafts «market».,2
context,shopping,Clínica de Especialidades Médicas San Gabriel,services,Puerto Viejo,13864196564288057579,services|wellness,description,pharmacy,"...vices including 24 hour emergency care, «pharmacy», pediatrics, gynecology, and general me...",1
context,shopping,"El Pampa Asador - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,1774712170744498946,eat,description,goods,"Restaurant, «bakery» and chicken rostería.",1
context,shopping,Gelateria Deelite,restaurant,Puerto Viejo,11995643747907112875,eat,description,goods,"Artesanal Italian «ice cream», espresso, breakfast and brunch, acai b...",1
context,shopping,Gigi O Restaurant,restaurant,Puerto Viejo,4732141069441829785,eat,description,goods,"Restaurant, «bakery», bar, café, art gallery, museum, and li...",1
context,shopping,"Kaya's Place - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,8816532573875491055,stay,description,goods,"...abins. Onsite restaurant, bar and micro-«craft» brewery. Hotel also called Hotel Playa ...",1
context,shopping,La Parada Cafeteria,restaurant,Puerto Viejo,17702928579971376532,eat,description,goods,"Cafe, restaurant and «souvenir» stand at the main Puerto Viejo bus stop...",1
context,shopping,La Tribu,hostel,Puerto Viejo,8557872311475311298,stay,description,shop/store,«Boutique» hostel for women only. Dormitories with...,1
context,shopping,"Las Palomas - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,3948210368762528971,stay,description,shop/store,"Five «boutique» vacation villas, each with two bedrooms...",1
context,shopping,Lulu's Place,restaurant,Puerto Viejo,3766450624092844612,eat,description,shop/store,"...afe. Locally made art, gifts and coffee «shop». Internet, A/C, coworking. They also of...",1
context,shopping,"Mecca - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,9816532667813567561,stay,description,shop/store,"«Boutique» adult-only hotel with three cozy, ensui...",1
context,shopping,Ocho Nani,restaurant,Puerto Viejo,16388259169975674586,eat,description,goods,"Gourmet Italian style «ice cream» plus fruit salad, smoothies, milk shake...",1
context,shopping,Old Harbour Gym,services,Puerto Viejo,10525434517969119413,services|wellness,description,market,...free weights. Located above Old Harbour «Supermarket».,1
context,shopping,Pan Pay,restaurant,Puerto Viejo,1569445318757953644,eat,description,goods,«Bakery» and Restaurant,1
context,shopping,"Spicy Coconut - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,9500835097815952703,eat,description,shop/store,...rs and more as well as a small souvenir «store».,2
context,shopping,Sweet Moments,restaurant,Puerto Viejo,561223372813398582,eat,description,goods,Espresso bar and «ice cream»,1
context,shopping,"Tico Surf and Skate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,1318668082841675164,services,description,shop/store,«Shop» offering surf and skate gear and clothi...,2
context,shopping,"Uva Blue Jungle Villas - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,9838950680602433731,stay,description,shop/store,"...quita, in close proximity to bike hire, «shops» & restaurants. Nestled within a serene ...",1
context,services,ALMA Masajes,wellness,Playa Negra,1952261552637324801,wellness,description,services,ALMA Masajes offers «services» in Puerto Viejo.,1
context,services,"Azul Bar and Grill - Playa Negra, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Negra,2898935241958549311,eat|nightlife,description,services,"Restaurant, bar and beach club. Beach «service» starts at 6am daily. This popular resta...",1
context,services,Blessed Hands Massage Therapy,wellness,Playa Negra,11342442517607475672,wellness,description,services,Blessed Hands Massage Therapy offers «services» in Puerto Viejo.,1
context,services,"Bungalows Punta Uva - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",vacation_rental,Punta Uva,15942771352384167456,stay,description,laundry,"...chen, living room, A/C in bedrooms, TV, «laundry». Restaurant ""Back Yard"" on site. 4.5 / ...",1
context,services,Cabinas Jacaranda,hotel,Puerto Viejo,12370139056940041503,stay,description,services,"...mosquito nets, private parking, laundry «service», security box, yoga, massage. Apartment...",2
context,services,Cacao Huasi,restaurant,Puerto Viejo,1242408439996904931,eat,description,education,"Chocolate «classes», restaurant and cocktails",1
context,services,Cafe Rico,restaurant,Puerto Viejo,5741623948918730601,eat,description,laundry,"Coffee, breakfast, lunch, books and «laundry».",1
context,services,"Caribe Horse Riding Club - Playa Cocles, Puerto Viejo, Limón, Costa Rica",tour_company,Cocles,13961717934939865032,things-to-do,description,services,"...ed by love and attention. Provides full «service» high quality rides, with all the safety...",1
context,services,Caribe Shuttle,transport,Puerto Viejo,3254890975301091925,transport,description,services,Semi-private shuttle «service» to many destinations in Costa Rica.  Se...,1
context,services,"Caribe Town Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,16161533908681591225,stay,description,services,"...all and Jacuzzi jets, bike rentals, spa «services» available.",1
context,services,CaribeZen,wellness,Playa Negra,16346096411354140739,wellness,description,services,CaribeZen offers wellness «services» in Playa Negra.,1
context,services,Casa Alegra,wellness,Playa Negra,704176135278923927,wellness,description,services,Casa Alegra offers wellness «services» in Playa Negra.,1
context,services,"Casas La Selvatica - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,11101879544769502565,stay,description,services,...orest a few minutes walk from beach and «services». On-site concierge will assist with inf...,2
context,services,"Chimuri Beach Retreat - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,6051193694241034944,stay,description,education,...da Yoga studio on property with regular «classes».,1
context,services,"Chiquita Escondida - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,5961957804184993948,stay,description,services,"...ng fans, quality linens, coffee and tea «service» and local bath products. 4.7 / 5 rating...",1
context,services,"El Duende Gourmet - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",shopping,Playa Chiquita,12358093494451922122,shopping,description,personal care,... of gourmet groceries. Bicycle rentals. «Barber» shop.,1
context,services,Electro Office,shopping,Puerto Viejo,13937010489015814564,shopping,description,repair/auto,Cell phone and computer accessories and «repairs». Office supplies. Copies.,2
context,services,"Gigi Beach - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,6039954764509566896,eat,description,services,...the beach loungers with drink and snack «service» or have a full meal in the restaurant.,1
context,services,"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",tour_company,Punta Uva,14331531993444532415,things-to-do,description,personal care,... the Southern Caribbean and its natural «beauty». They offer paddle boarding tours and l...,2
context,services,"Habitat Vacation Rentals - Playa Cocles, Puerto Viejo, Limón, Costa Rica",vacation_rental,Cocles,5613050885601789841,stay,description,services,...ople. Also offering property management «services» for owners.,1
context,services,Hawaiian Massage,wellness,Playa Negra,16307257612295998249,wellness,description,services,Hawaiian Massage offers «services» in Puerto Viejo. Open now.,1
context,services,"Hotel Aguas Claras - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,5319096016576692772,stay,description,personal care,"...rooms. Beach club, restaurant  and yoga «salon» on site. 4.8 / 5 rating on Google Maps ...",1
context,services,"Hotel Bugabutik - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,10932123085080779411,stay,description,services,"...ternet, bar, solarium, massage, laundry «service». 4.3 / 5 rating on Google Maps  8.2 / 1...",2
context,services,Hotel Mandacarú,hotel,Puerto Viejo,11442698979892556145,stay,description,services,"...nd king rooms and an apartment. Massage «services» and bicycle, electric scooter and motor...",1
context,services,Hotel and Hostel Agapi,hostel,Puerto Viejo,7492180577056289429,stay,description,education,"... bar, hot showers, common kitchen, yoga «classes», surf lessons, massage, coworking space...",1
context,services,"La Isla Inn - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,12610196440035693725,stay,description,services,"... kids), free wireless Internet, laundry «service», safe deposit box and private parking a...",2
context,services,"La Kukula Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,12131830785097631441,stay,description,services,"...oons/couples or family up to 4 persons. «Services» include free breakfast, swimming-pool, ...",2
context,services,Librería Caribe,shopping,Puerto Viejo,9017085322259588567,eat|shopping,description,education,"Stationary, books, «school» supplies",1
context,services,"Luna Caribeña Village - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Chiquita,5703354943109126310,stay,description,services,"...s Internet, private parking and laundry «service». 4.1 / 5 rating on Google Maps  8.8 / 1...",2
context,services,Mariscos Mopri,shopping,Puerto Viejo,15490944357828439393,shopping,description,banking,...eafood dishes.  Now located across from «Banco» Nacional as of Aug 2020.,1
context,services,"Pura Gula Restaurant - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",restaurant,Playa Chiquita,4550404849389797392,eat,description,services,...althy slow food restaurant and catering «service».,1
context,services,Rocking J's Hostel,hostel,Puerto Viejo,2849080077759072513,stay,description,education,"...ts. Restaurant, bar, tour desk and surf «school» on site. 4.0 / 5 rating on Google Maps ...",1
context,services,Salsa Brava Beach Bar,restaurant,Puerto Viejo,15009365918254941244,eat|nightlife,description,education,...Ask about their Caribbean Spoon cooking «classes» and latin dance classes.,1
context,services,"Samasati Yoga and Wellness Retreat - Hone Creek, Limón, Costa Rica",hotel,Hone Creek,2378802529330389577,stay|things-to-do|wellness,description,education,"...waterfall with natural pool, daily yoga «classes» and a meditation hall.",1
context,services,Sloth Massage,wellness,Puerto Viejo,7521506711555171699,wellness,description,services,Sloth Massage offers «services» in Puerto Viejo. Open now.,1
context,services,"Tierra de Suenos Lodge - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,3078819024997403606,stay,description,education,...st outdoor training pavilion with daily «classes» that can host up to 30 people. 4.7 / 5 ...,1
context,services,"Villas Allen - Playa Negra, Puerto Viejo, Limón, Costa Rica",hotel,Playa Negra,11115647409204137584,stay,description,services,"...wireless, green areas, parking, laundry «service», bikes for rent, tour information. 4.4 ...",2
context,services,"Villas Banana Verde - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,3491417544238941664,stay,description,services,"A vacation rental option with the «services» of a hotel, it is owned and operated by...",1
context,wellness,Bungalows Calalú,hotel,Puerto Viejo,1614163454683628928,stay,description,spa/massage,"...nglish, French, Spanish spoken. Essence «Wellness» Spa. 4.4 / 5 rating on Google Maps  8.5...",1
context,wellness,Cabinas Jacaranda,hotel,Puerto Viejo,12370139056940041503,stay,description,spa/massage,"...g, laundry service, security box, yoga, «massage». Apartments with kitchen. A/C available...",2
context,wellness,"Caribe Town Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,16161533908681591225,stay,description,spa/massage,"...terfall and Jacuzzi jets, bike rentals, «spa» services available.",1
context,wellness,"Caribeans Coffee and Chocolate - Playa Cocles, Puerto Viejo, Limón, Costa Rica",restaurant,Cocles,8711730419987475064,eat,description,mind-body,... events and learning opportunities from «yoga» to film nights.,1
context,wellness,"Cariblue Beach and Jungle Resort - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,14658668036585456092,stay,description,spa/massage,...n the property are Sushi Wave and Surya «Spa». 4.2 / 5 rating on Google Maps  8.7 / 1...,1
context,wellness,"Casa Corazon del Mar - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,9868667004367768507,stay,description,spa/massage,"...ties such as fully furnished kitchen, a «spa» style shower, beautiful jungle views, a...",1
context,wellness,"Casa Selva - Playa Negra, Puerto Viejo, Limón, Costa Rica",vacation_rental,Playa Negra,10476863127556720569,stay,description,sanctuary,Private tropical «retreat» in the heart of the jungle in Playa Neg...,1
context,wellness,Earth to Skin,services,Puerto Viejo,6047083801083296069,services,description,mind-body,"...tion experience which 
includes partner «yoga» (no experience/partner needed), organic...",1
context,wellness,"Green Water SUP Tours - Playa Punta Uva, Puerto Viejo, Limón, Costa Rica",tour_company,Punta Uva,14331531993444532415,things-to-do,description,beauty,... the Southern Caribbean and its natural «beauty». They offer paddle boarding tours and l...,1
context,wellness,Hidden Garden Ethnobotanical Sanctuary,tour_company,Puerto Viejo,18254971901429379098,things-to-do,description,spa/massage,...ho come here to reclaim their ancestral «wellness» traditions. They offer traditional well...,1
context,wellness,"Hotel Aguas Claras - Playa Chiquita, Puerto Viejo, Limón, Costa Rica",hotel,Playa Chiquita,5319096016576692772,stay,description,mind-body,"...e bedrooms. Beach club, restaurant  and «yoga» salon on site. 4.8 / 5 rating on Google...",2
context,wellness,"Hotel Bugabutik - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,10932123085080779411,stay,description,spa/massage,"...g pool, sauna, internet, bar, solarium, «massage», laundry service. 4.3 / 5 rating on Goo...",1
context,wellness,Hotel Mandacarú,hotel,Puerto Viejo,11442698979892556145,stay,description,spa/massage,"...Double and king rooms and an apartment. «Massage» services and bicycle, electric scooter ...",1
context,wellness,Hotel and Hostel Agapi,hostel,Puerto Viejo,7492180577056289429,stay,description,spa/massage,"...on kitchen, yoga classes, surf lessons, «massage», coworking space. Day pass available fo...",2
context,wellness,"La Costa de Papito - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,15457918864809997738,stay,description,spa/massage,...alows all with private bath. Indulgence «Spa» and restaurant on property. 4.5 / 5 rat...,1
context,wellness,"La Magia Bungalows - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,8216271918783135936,stay,description,spa/massage,...race and/or balcony. The property has a «spa» and jacuzzi. 4.5 / 5 rating on Google M...,1
context,wellness,"Le Caméléon - Playa Cocles, Puerto Viejo, Limón, Costa Rica",hotel,Cocles,4837747133838124638,eat|nightlife|stay,description,spa/massage,"...el with 24 guest rooms & suites, jungle «massage» deck, swimming pool & deck, jacuzzi.  G...",1
context,wellness,"Pure Love Liberation - Playa Cocles, Puerto Viejo, Limón, Costa Rica",services,Cocles,15543805518497480345,services,description,spa/massage,"Healing space in the jungle offering «massages» & energy treatments, deep tissue massag...",3
